PUMA,PUMA_INDEX
4400103,294
4400104,295
4703205,296
4703206,297
4703207,298
4703208,299
4203501,300
4203502,301
4203503,302
3900400,303
4203504,304
3703800,305
3400701,306
3400702,307
3400703,308
2901001,309
2901002,310
2901003,311
2901004,312
2901005,313
4949001,314
4949002,315
4949003,316
4949004,317
2401300,318
1901600,319
1803300,320
1500200,321
1303600,322
1205301,323
500800,324
4801600,325
607301,326
607302,327
607303,328
607304,329
607305,330
607306,331
607307,332
607308,333
607309,334
607310,335
607311,336
607312,337
607313,338
607314,339
607315,340
607316,341
607317,342
607318,343
607319,344
607320,345
607321,346
607322,347
3900500,348
3703900,349
3400800,350
2901100,351
2401400,352
1901700,353
1803400,354
1500301,355
1500302,356
1500303,357
1500304,358
1500305,359
1500306,360
1500307,361
1303700,362
1500308,363
500900,364
4801700,365
4400300,366
4203701,367
4203702,368
3900600,369
3704000,370
3400901,371
3400902,372
3400903,373
3400904,374
3400905,375
3400906,376
3400907,377
2901200,378
2401500,379
2000100,380
1901800,381
1803500,382
1303800,383
804101,384
804102,385
804103,386
501000,387
804104,388
804105,389
804106,390
4801800,391
607501,392
607502,393
607503,394
607504,395
607505,396
607506,397
607507,398
4400400,399
4203800,400
3900700,401
3704100,402
7800100,403
3401001,404
3401002,405
3401003,406
2901300,407
2401600,408
2000200,409
1901900,410
1803600,411
1303900,412
501100,413
4801901,414
4801902,415
4801903,416
4801904,417
4801905,418
4801906,419
4801907,420
4203900,421
3900801,422
3900802,423
3704200,424
3401101,425
3401102,426
3401103,427
3401104,428
3401105,429
3401106,430
2901400,431
2000300,432
1902000,433
1304000,434
1304001,435
1304002,436
1304003,437
1304004,438
1205701,439
1205702,440
1205703,441
1205704,442
1205705,443
1205706,444
1205707,445
1205708,446
1304005,447
1304006,448
501200,449
4802001,450
4802002,451
4802003,452
4802004,453
607701,454
607702,455
607703,456
607704,457
4802005,458
4802006,459
4204001,460
4204002,461
3900901,462
3900902,463
3900903,464
3900904,465
3900905,466
3900906,467
3900907,468
3704300,469
3900908,470
3900909,471
3900910,472
3401201,473
3401202,474
3401203,475
3401204,476
3401205,477
2901500,478
2500100,479
2000400,480
1902100,481
1304100,482
5400100,483
501300,484
4802101,485
4802102,486
3901000,487
3704400,488
3401301,489
3401302,490
2901600,491
2500200,492
2000500,493
1902200,494
1304200,495
5400200,496
5310100,497
501400,498
4802200,499
607901,500
607902,501
3901100,502
3704500,503
3401401,504
3401402,505
3401403,506
3401404,507
2901701,508
2901702,509
2901703,510
2500300,511
2500301,512
2500302,513
2500303,514
2500304,515
2000601,516
2000602,517
2000603,518
1902300,519
2000604,520
1304300,521
5400300,522
5310200,523
501500,524
4802301,525
4802302,526
4802303,527
4802304,528
4802305,529
4802306,530
4802307,531
100100,532
4802308,533
4802309,534
4802310,535
4802311,536
4802312,537
4802313,538
4802314,539
4802315,540
4802316,541
4802317,542
4802318,543
3901200,544
4802319,545
4802320,546
4802321,547
4802322,548
3704600,549
3401501,550
3401502,551
3401503,552
3401504,553
3000100,554
2901801,555
2901802,556
2901803,557
2901804,558
2901805,559
2901806,560
2901807,561
2500400,562
2901808,563
2000700,564
4600100,565
3602001,566
3602002,567
1304400,568
5400400,569
1206100,570
5310300,571
501600,572
4802400,573
608101,574
608102,575
608103,576
100200,577
608104,578
608105,579
608106,580
4700900,581
3901300,582
3704700,583
3401600,584
3000200,585
4201200,586
2901901,587
2901902,588
2500501,589
2500502,590
2500503,591
2500504,592
2500505,593
2500506,594
2500507,595
2500508,596
2000801,597
2000802,598
1304500,599
5400500,600
5310400,601
501700,602
4802501,603
4802502,604
4802503,605
4802504,606
4802505,607
4802506,608
4802507,609
4802508,610
100301,611
100302,612
4802509,613
4802510,614
4802511,615
4802512,616
4802513,617
4802514,618
4802515,619
4802516,620
3901400,621
3704800,622
3401700,623
3000300,624
2902001,625
2902002,626
2000900,627
1304600,628
5400600,629
1206300,630
600101,631
600102,632
600103,633
501800,634
600104,635
600105,636
600106,637
600107,638
600108,639
600109,640
600110,641
100400,642
608301,643
608302,644
608303,645
3901500,646
3500100,647
3704900,648
3401800,649
3000400,650
2902100,651
2500701,652
2500702,653
2500703,654
2500704,655
2001000,656
5400700,657
5310600,658
501900,659
4802700,660
5311701,661
100500,662
5311702,663
5311703,664
5311704,665
3901600,666
5311705,667
3500200,668
3705001,669
3705002,670
3705003,671
5311706,672
3401901,673
3401902,674
3401903,675
3401904,676
3000500,677
2902200,678
5155001,679
5155002,680
2001100,681
5400800,682
600300,683
5310701,684
5310702,685
5310703,686
502000,687
4802800,688
608501,689
608502,690
608503,691
100600,692
608504,693
608505,694
608506,695
608507,696
608508,697
608509,698
608510,699
608511,700
608512,701
608513,702
608514,703
3901700,704
5540101,705
3500300,706
3705100,707
3402001,708
3402002,709
3402003,710
3000600,711
2902300,712
2001200,713
5400900,714
1100101,715
1100102,716
1100103,717
1100104,718
1100105,719
5310800,720
4802900,721
100700,722
4000100,723
3901801,724
3901802,725
3901803,726
3901804,727
3901805,728
3500400,729
3705200,730
3402101,731
3402102,732
3402103,733
3402104,734
3000700,735
2902400,736
2501000,737
2001301,738
2001302,739
2001303,740
2001304,741
5401000,742
1305001,743
1305002,744
5310901,745
5310902,746
4803000,747
608701,748
608702,749
100800,750
4000200,751
3901900,752
5540301,753
3500500,754
3705300,755
3402201,756
3402202,757
2902500,758
2001400,759
5401100,760
5311000,761
4803100,762
100900,763
4000300,764
3902000,765
3500600,766
3705400,767
3402301,768
3402302,769
3402303,770
2902601,771
2902602,772
2902603,773
2001500,774
1600100,775
5401200,776
1206901,777
1206902,778
1206903,779
600701,780
600702,781
5311101,782
4803200,783
5311102,784
5311103,785
5311104,786
608900,787
4500101,788
4500102,789
4500103,790
101000,791
4500104,792
4500105,793
4000400,794
3902100,795
3500700,796
3402400,797
4803801,798
2902700,799
2501300,800
3701500,801
1600200,802
5401300,803
5311200,804
4803301,805
4803302,806
4803303,807
4500200,808
4803304,809
4803305,810
4803306,811
101100,812
4000500,813
3902200,814
3500801,815
3500802,816
3500803,817
3402500,818
3500804,819
3500805,820
3500806,821
2902800,822
2501400,823
1600300,824
1207101,825
1207102,826
1207103,827
1207104,828
1207105,829
5311300,830
4803400,831
4500301,832
4500302,833
101200,834
4000601,835
4000602,836
3902300,837
5540701,838
3500900,839
3402600,840
2100100,841
1600400,842
5000100,843
5311401,844
5311402,845
4803501,846
4803502,847
4500400,848
101301,849
101302,850
101303,851
101304,852
101305,853
4000701,854
4000702,855
3902400,856
3501001,857
3501002,858
2501600,859
2100200,860
1600500,861
1207300,862
1207301,863
5000200,864
601100,865
5311501,866
5311502,867
5311503,868
5311504,869
4803601,870
4803602,871
5311505,872
5311506,873
4500501,874
4500502,875
5311507,876
101400,877
4000800,878
3902500,879
3501100,880
3905100,881
2100300,882
1600600,883
5000300,884
5311601,885
5311602,886
5311603,887
4803700,888
5311604,889
5311605,890
5311606,891
5311607,892
4500601,893
4500602,894
4500603,895
101500,896
4500605,897
4500604,898
5311608,899
5311609,900
5311610,901
5311611,902
5311612,903
4000900,904
5311613,905
5311614,906
5311615,907
3902600,908
5311616,909
5541001,910
5541002,911
5541003,912
5541004,913
5541005,914
3501200,915
2600100,916
2100400,917
1600701,918
1600702,919
5500100,920
5500101,921
5500102,922
5500103,923
5000400,924
601301,925
601302,926
601303,927
601304,928
601305,929
601306,930
601307,931
601308,932
601309,933
609501,934
609502,935
101600,936
609503,937
4500700,938
4803802,939
4001001,940
4001002,941
4001003,942
3902700,943
4001004,944
4001005,945
4001006,946
2600200,947
2501900,948
2501901,949
2501902,950
2100500,951
1600800,952
5500200,953
5311801,954
5311802,955
4803900,956
4500800,957
101700,958
4001101,959
4001102,960
3902800,961
4935001,962
4935002,963
4935003,964
4935004,965
4935005,966
4935006,967
4935007,968
4935008,969
4935009,970
2600300,971
2100600,972
1600900,973
5500300,974
1306001,975
1306002,976
601500,977
5311900,978
4804000,979
4500900,980
200101,981
200102,982
609701,983
101800,984
609702,985
609703,986
4001201,987
4001202,988
4001203,989
3902900,990
4001204,991
3100100,992
2600400,993
2100700,994
1601000,995
4804100,996
200200,997
4501000,998
101900,999
4001301,1000
4001302,1001
3903000,1002
3100200,1003
2600500,1004
2100800,1005
1601100,1006
601700,1007
4804200,1008
200300,1009
609901,1010
609902,1011
609903,1012
609904,1013
102000,1014
4501101,1015
4501102,1016
4001400,1017
3903100,1018
3100300,1019
4400201,1020
2600600,1021
2100900,1022
1601200,1023
5500600,1024
4804301,1025
4804302,1026
200400,1027
4501201,1028
4501202,1029
4501203,1030
102100,1031
4501204,1032
4001501,1033
3903200,1034
3600100,1035
3100400,1036
2600700,1037
2502400,1038
2101000,1039
1601300,1040
5500700,1041
1208101,1042
1208102,1043
1208103,1044
601901,1045
601902,1046
601903,1047
601904,1048
601905,1049
601906,1050
601907,1051
610100,1052
4501300,1053
4804400,1054
102200,1055
4001601,1056
3903300,1057
3600200,1058
3100500,1059
2600801,1060
2600802,1061
2101100,1062
5500800,1063
4905001,1064
4804501,1065
4804502,1066
4804503,1067
4501400,1068
4804504,1069
4911001,1070
4911002,1071
102300,1072
3903400,1073
3600300,1074
5550000,1075
3100600,1076
2600900,1077
2101200,1078
5500900,1079
1200101,1080
1200102,1081
1208301,1082
1208302,1083
1208303,1084
4804601,1085
4804602,1086
4804603,1087
4501500,1088
4804604,1089
4804605,1090
4804606,1091
102400,1092
4804607,1093
4804608,1094
4804609,1095
4100100,1096
4804610,1097
4804611,1098
4804612,1099
4804613,1100
4804614,1101
4804615,1102
4804616,1103
3903500,1104
4804617,1105
4804618,1106
4804619,1107
4804620,1108
3600401,1109
3600402,1110
3600403,1111
4804621,1112
4804622,1113
4804623,1114
4804624,1115
4804625,1116
4804626,1117
4804627,1118
4804628,1119
4804629,1120
3100701,1121
3100702,1122
4804630,1123
4804631,1124
4804632,1125
4804633,1126
4804634,1127
4804635,1128
4804636,1129
4804637,1130
4804638,1131
2601001,1132
2601002,1133
2601003,1134
2601004,1135
2101300,1136
5501000,1137
5501001,1138
4903001,1139
4804701,1140
4804702,1141
4501600,1142
102500,1143
4100200,1144
3903600,1145
3600500,1146
3100801,1147
3100802,1148
2601100,1149
2502800,1150
2101400,1151
1208500,1152
602300,1153
4804801,1154
4804802,1155
4804803,1156
102600,1157
4100300,1158
3903700,1159
3600600,1160
3100901,1161
3100902,1162
3100903,1163
3100904,1164
2601200,1165
5310501,1166
2101500,1167
5310502,1168
5310503,1169
1700104,1170
1700105,1171
5310504,1172
1208601,1173
1208602,1174
1208603,1175
1208604,1176
1208605,1177
1208606,1178
1208607,1179
1208608,1180
1208609,1181
1208610,1182
1208611,1183
1208612,1184
1208613,1185
1208614,1186
1208615,1187
1208616,1188
1208617,1189
1208618,1190
1208619,1191
1208620,1192
102701,1193
102702,1194
102703,1195
1208622,1196
1208623,1197
1208624,1198
1208621,1199
4100400,1200
3903800,1201
3600701,1202
3600702,1203
3600703,1204
3600704,1205
2601300,1206
2101600,1207
1700202,1208
1200500,1209
5501300,1210
5501301,1211
1208700,1212
602500,1213
4600200,1214
4805000,1215
610701,1216
610702,1217
610703,1218
4100500,1219
3903900,1220
3600800,1221
2601400,1222
2101701,1223
2101702,1224
2101703,1225
2101704,1226
2101705,1227
2101706,1228
1700300,1229
5501400,1230
5501401,1231
4600300,1232
4805100,1233
4100600,1234
3904000,1235
3600901,1236
3600902,1237
3600903,1238
3600904,1239
3600905,1240
3600906,1241
2601500,1242
2200100,1243
2200101,1244
2101800,1245
1700401,1246
5501500,1247
5501501,1248
1208900,1249
4600400,1250
4805201,1251
4805202,1252
4805203,1253
4805204,1254
4100703,1255
4100704,1256
4100705,1257
3904101,1258
3904102,1259
3904103,1260
3601000,1261
3904104,1262
3904105,1263
3904106,1264
3904107,1265
3904108,1266
3904109,1267
3904110,1268
3904111,1269
2601600,1270
2503301,1271
2503302,1272
2503303,1273
2200200,1274
2503304,1275
2503305,1276
2503306,1277
2101901,1278
2101902,1279
1700501,1280
5501600,1281
5501601,1282
4600500,1283
4805301,1284
4805302,1285
4805303,1286
4805304,1287
4805305,1288
4805306,1289
4805307,1290
4805308,1291
4805309,1292
4100800,1293
3904200,1294
3601101,1295
3601102,1296
2601701,1297
2601702,1298
2601703,1299
2503400,1300
2601704,1301
2200300,1302
2102000,1303
1700600,1304
1200901,1305
1200902,1306
1200903,1307
1200904,1308
4802600,1309
1209100,1310
602901,1311
602902,1312
602903,1313
602904,1314
602905,1315
4600600,1316
4805400,1317
611101,1318
611102,1319
611103,1320
611104,1321
611105,1322
611106,1323
4100901,1324
4100902,1325
3904300,1326
3700300,1327
3601201,1328
3601202,1329
3601203,1330
3601204,1331
3601205,1332
3601206,1333
3601207,1334
2700100,1335
2601801,1336
2601802,1337
2503500,1338
2200400,1339
2102100,1340
1700700,1341
5600100,1342
5510000,1343
4805500,1344
4101000,1345
3904400,1346
3601300,1347
2700200,1348
4953001,1349
2601900,1350
2503601,1351
2503602,1352
2503603,1353
2200500,1354
2102200,1355
1700800,1356
5600200,1357
1201101,1358
1201102,1359
1201103,1360
1201104,1361
1201105,1362
1201106,1363
1201107,1364
1201108,1365
1201109,1366
1201110,1367
1201111,1368
1201112,1369
1201113,1370
1201114,1371
1209300,1372
603100,1373
4805600,1374
611300,1375
4101103,1376
4101104,1377
4101105,1378
3904500,1379
3601400,1380
2700300,1381
2602000,1382
2200600,1383
2102300,1384
1700900,1385
5600300,1386
4805700,1387
4101200,1388
3904601,1389
3904602,1390
3904603,1391
3601500,1392
3904604,1393
3200101,1394
3200102,1395
3200103,1396
2700400,1397
2602101,1398
2602102,1399
2200700,1400
2102400,1401
1701001,1402
5600400,1403
1209501,1404
1209502,1405
1209503,1406
1209504,1407
1209505,1408
1209506,1409
1209507,1410
603300,1411
1209508,1412
1209509,1413
1209510,1414
4805800,1415
4101301,1416
4101302,1417
4101303,1418
4101305,1419
3904700,1420
3601600,1421
4101314,1422
4101316,1423
4101317,1424
4101318,1425
4101319,1426
3200200,1427
4101320,1428
4101321,1429
4101322,1430
4101323,1431
4101324,1432
2700500,1433
2602200,1434
2503900,1435
2200800,1436
2102500,1437
1701104,1438
1701105,1439
5600500,1440
4805901,1441
4805902,1442
4805903,1443
4805904,1444
4805905,1445
4805906,1446
4805907,1447
4805908,1448
4805909,1449
4805910,1450
4805911,1451
4805912,1452
4805913,1453
4805914,1454
4805915,1455
4805916,1456
3904800,1457
3601700,1458
3200300,1459
2700600,1460
2602300,1461
2504000,1462
2200900,1463
2102600,1464
1701204,1465
1701205,1466
1201500,1467
800100,1468
1209701,1469
800102,1470
800103,1471
1209702,1472
4806000,1473
3700100,1474
3904900,1475
3601801,1476
3601802,1477
3200401,1478
3200402,1479
3200403,1480
3200404,1481
3200405,1482
3200406,1483
3200407,1484
3200408,1485
3200409,1486
3200410,1487
3200411,1488
2700700,1489
3200412,1490
3200413,1491
2602400,1492
6600100,1493
2201000,1494
2102700,1495
1701300,1496
5502400,1497
800200,1498
4806100,1499
3700200,1500
3905000,1501
5151186,1502
3601900,1503
2700800,1504
2602500,1505
2504200,1506
2201100,1507
2102800,1508
5502500,1509
1201701,1510
800300,1511
1209901,1512
1209902,1513
1209903,1514
1209904,1515
1209905,1516
1209906,1517
1209907,1518
1209908,1519
1209909,1520
1209910,1521
1209911,1522
603701,1523
603702,1524
603703,1525
603704,1526
603705,1527
603706,1528
603707,1529
603708,1530
603709,1531
603710,1532
603711,1533
603712,1534
603713,1535
603714,1536
603715,1537
603716,1538
603717,1539
603718,1540
603719,1541
603720,1542
603721,1543
603722,1544
603723,1545
603724,1546
603725,1547
603726,1548
603727,1549
603728,1550
603729,1551
603730,1552
603731,1553
603732,1554
603733,1555
603734,1556
603735,1557
603736,1558
603737,1559
603738,1560
603739,1561
603740,1562
603741,1563
603742,1564
603743,1565
603744,1566
2700900,1567
603745,1568
603746,1569
603747,1570
2602600,1571
603748,1572
603749,1573
603750,1574
603751,1575
2504301,1576
2504302,1577
2504303,1578
2201200,1579
2201201,1580
603753,1581
603754,1582
603755,1583
603756,1584
603757,1585
603758,1586
603759,1587
603760,1588
603761,1589
603762,1590
603763,1591
603764,1592
603766,1593
603767,1594
603768,1595
603769,1596
1701500,1597
1300100,1598
4700200,1599
800400,1600
4806301,1601
4806302,1602
4200101,1603
4200102,1604
4921001,1605
3700400,1606
3905200,1607
3602100,1608
4203601,1609
4203602,1610
4203603,1611
2701000,1612
2602701,1613
2602702,1614
2602703,1615
2201300,1616
1701602,1617
1300200,1618
1201900,1619
1210101,1620
1210102,1621
1210103,1622
1210104,1623
5101301,1624
5101302,1625
603900,1626
4806400,1627
4200200,1628
3700500,1629
3905301,1630
3905302,1631
3602201,1632
3602202,1633
3602203,1634
2701101,1635
2701102,1636
2701103,1637
2602800,1638
2504500,1639
2201400,1640
1701701,1641
1300300,1642
800600,1643
4806500,1644
4913001,1645
4200300,1646
3700600,1647
3905401,1648
3905402,1649
3905403,1650
3602300,1651
2701201,1652
2701202,1653
2602901,1654
2602902,1655
2602903,1656
2602904,1657
2602905,1658
2602906,1659
2602907,1660
2602908,1661
2201500,1662
2201501,1663
2201502,1664
1800101,1665
1800102,1666
1800103,1667
1800104,1668
1300401,1669
1300402,1670
1202101,1671
1202102,1672
1202103,1673
800700,1674
1210301,1675
1210302,1676
1210303,1677
1210304,1678
1210305,1679
1210306,1680
1210307,1681
1210308,1682
604101,1683
604102,1684
4700100,1685
4806601,1686
4806602,1687
4806603,1688
4200400,1689
3700700,1690
3905501,1691
3905502,1692
3905503,1693
3905504,1694
3602401,1695
3602402,1696
3905505,1697
3905506,1698
3905507,1699
2701301,1700
2701302,1701
2701303,1702
2701304,1703
2603001,1704
2603002,1705
2603003,1706
2504700,1707
2603004,1708
2603005,1709
2603006,1710
2201600,1711
1800200,1712
1701900,1713
1300500,1714
800800,1715
800801,1716
800802,1717
800803,1718
800804,1719
800805,1720
800806,1721
800807,1722
800808,1723
800809,1724
800810,1725
800811,1726
800812,1727
800813,1728
800814,1729
800815,1730
800816,1731
800817,1732
800818,1733
800819,1734
800820,1735
800821,1736
800822,1737
800823,1738
800824,1739
4200500,1740
3700800,1741
3905600,1742
3602500,1743
2701401,1744
2701402,1745
2701403,1746
2603100,1747
2701404,1748
2701405,1749
2701406,1750
2504800,1751
2701407,1752
2701408,1753
2701409,1754
2201700,1755
2701410,1756
1800300,1757
1702000,1758
1300600,1759
1202300,1760
800900,1761
1210501,1762
1210502,1763
1210503,1764
1210504,1765
4700300,1766
4806801,1767
4806802,1768
4806803,1769
4806804,1770
4806805,1771
4806806,1772
4806807,1773
4200600,1774
3700900,1775
3905700,1776
3602600,1777
2701501,1778
2701502,1779
2701503,1780
2603201,1781
2603202,1782
2603203,1783
2300100,1784
2504901,1785
2504902,1786
2504903,1787
2201800,1788
2603204,1789
2603205,1790
2603206,1791
2603207,1792
2603208,1793
2603209,1794
2603210,1795
2603212,1796
1800401,1797
1800402,1798
2603213,1799
1702100,1800
1300700,1801
801001,1802
801002,1803
4700400,1804
4806900,1805
4200701,1806
4200702,1807
3701000,1808
3602701,1809
3602702,1810
2701600,1811
5151010,1812
2603300,1813
2300200,1814
2201900,1815
5151020,1816
1800500,1817
1702200,1818
1300800,1819
5151040,1820
5151044,1821
5151045,1822
1210700,1823
4700500,1824
4200801,1825
4200802,1826
4200803,1827
5151080,1828
3701100,1829
5151084,1830
5151085,1831
5151087,1832
3602801,1833
3602802,1834
5151089,1835
5151090,1836
5151095,1837
5151096,1838
5151097,1839
5151105,1840
2701700,1841
5159301,1842
5159302,1843
5159303,1844
5159304,1845
5159305,1846
5159306,1847
5159307,1848
2300300,1849
5159308,1850
5159309,1851
5151110,1852
2202000,1853
5151120,1854
5151115,1855
5151125,1856
1800600,1857
1702300,1858
5151135,1859
1300900,1860
5151145,1861
5151154,1862
5151155,1863
4700600,1864
603752,1865
5151164,1866
2603211,1867
5151165,1868
5151167,1869
4200900,1870
5151175,1871
4806200,1872
3701201,1873
3701202,1874
3701203,1875
3701204,1876
3602901,1877
3602902,1878
3602903,1879
3701205,1880
3701206,1881
3701207,1882
3701208,1883
2800100,1884
5151206,1885
2701800,1886
5151215,1887
2300400,1888
2202100,1889
5151224,1890
5151225,1891
1800700,1892
603765,1893
1702400,1894
5151235,1895
1301001,1896
1301002,1897
1301003,1898
1202700,1899
1301004,1900
1301005,1901
1301007,1902
1301008,1903
1301006,1904
5151244,1905
5151245,1906
1210900,1907
5151246,1908
5151255,1909
4700700,1910
604701,1911
604702,1912
4201000,1913
3701301,1914
3701302,1915
3603001,1916
3603002,1917
3603003,1918
2800200,1919
2701900,1920
2300500,1921
2202200,1922
2202201,1923
1800800,1924
1702501,1925
1301100,1926
4700800,1927
5520000,1928
4201100,1929
3701400,1930
3603101,1931
3603102,1932
3603103,1933
3603104,1934
3603105,1935
3603106,1936
3603107,1937
2800300,1938
2702000,1939
2300600,1940
2202300,1941
2202301,1942
2202302,1943
1800900,1944
1702601,1945
1301200,1946
1211101,1947
1211102,1948
400100,1949
400101,1950
400102,1951
400103,1952
400104,1953
400105,1954
400106,1955
400107,1956
400108,1957
400109,1958
400110,1959
400111,1960
400112,1961
400113,1962
400114,1963
400115,1964
400116,1965
400117,1966
400118,1967
400119,1968
400120,1969
400121,1970
400122,1971
400123,1972
400124,1973
400125,1974
400126,1975
400127,1976
400128,1977
400129,1978
400130,1979
400131,1980
400132,1981
400133,1982
400134,1983
3300100,1984
3603201,1985
3603202,1986
3603203,1987
3603204,1988
3603205,1989
3603206,1990
3603207,1991
3603208,1992
2800400,1993
3603209,1994
3603210,1995
3603211,1996
2702100,1997
3603212,1998
2300700,1999
2202400,2000
2202401,2001
2202402,2002
1801001,2003
1801002,2004
1801003,2005
1702700,2006
1301300,2007
4701000,2008
400201,2009
400202,2010
400203,2011
400204,2012
400205,2013
400206,2014
400207,2015
400208,2016
400209,2017
4201300,2018
3701600,2019
3603301,2020
3603302,2021
3603303,2022
3300200,2023
3603304,2024
3603305,2025
3603306,2026
3603307,2027
3603308,2028
3603309,2029
3603310,2030
3603311,2031
3603312,2032
3603313,2033
2800500,2034
2702200,2035
2300800,2036
2202500,2037
1801100,2038
1702801,2039
1301400,2040
1203101,2041
1203102,2042
1203103,2043
1203104,2044
1203105,2045
1203106,2046
1203107,2047
1211300,2048
400300,2049
4701100,2050
5110701,2051
5110702,2052
5110703,2053
4201400,2054
3701701,2055
3701702,2056
3701703,2057
3701704,2058
3300300,2059
2800600,2060
2702300,2061
2300900,2062
1801200,2063
1702901,2064
1301500,2065
900100,2066
900101,2067
900102,2068
900103,2069
900104,2070
900105,2071
400400,2072
4701200,2073
4201501,2074
4201502,2075
3800100,2076
3701801,2077
3701802,2078
3701803,2079
3300400,2080
2800700,2081
2702400,2082
2301000,2083
1801300,2084
1703005,2085
1703007,2086
1301600,2087
1703008,2088
1703009,2089
1203301,2090
1203302,2091
1211501,2092
1211502,2093
1211503,2094
400500,2095
605301,2096
605302,2097
605303,2098
4701300,2099
4201600,2100
3800200,2101
3701900,2102
3300500,2103
2800800,2104
2702500,2105
1801400,2106
1703102,2107
1703105,2108
1703106,2109
1703107,2110
1301700,2111
1703108,2112
900300,2113
900301,2114
900302,2115
900303,2116
900304,2117
900305,2118
900306,2119
400600,2120
4701400,2121
4201701,2122
4201702,2123
3800300,2124
3702000,2125
3603701,2126
3603702,2127
3603703,2128
3300600,2129
3603704,2130
3603705,2131
3603706,2132
3603707,2133
3603708,2134
3603709,2135
3603710,2136
2800900,2137
2702600,2138
1801500,2139
1703202,2140
1703203,2141
1703204,2142
1703205,2143
1703207,2144
1301800,2145
1703208,2146
1703209,2147
1203500,2148
1211701,2149
1211702,2150
1211703,2151
1211704,2152
400700,2153
605500,2154
4701500,2155
4201801,2156
4201802,2157
4201803,2158
4201804,2159
4201805,2160
4201806,2161
4201807,2162
3800400,2163
3702100,2164
3603801,2165
3603802,2166
3603803,2167
3300700,2168
3603804,2169
3603805,2170
3603806,2171
3603807,2172
3603808,2173
3603809,2174
3603810,2175
7200101,2176
7200102,2177
2801000,2178
1801600,2179
1703306,2180
1703307,2181
1301900,2182
1703308,2183
1703309,2184
1703310,2185
900500,2186
400800,2187
4701601,2188
4701602,2189
400803,2190
4701603,2191
400805,2192
4701604,2193
400807,2194
4201900,2195
3800500,2196
